sample_id	source	target	ligand_complex	receptor_complex	lr_means	cellphone_pvals	expr_prod	scaled_weight	lr_logfc	spec_weight	lrscore	specificity_rank	magnitude_rank
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	HLA-C	CD8A	1.2023789	0.011	0.6258951	0.12267234501455994	0.7919011890964787	0.48399645	0.85564375	0.1478379748608242	0.43041602409604907
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	TGFB1	CXCR4	0.8273731	0.0	0.36021087	0.2187413240241434	0.721636979453155	0.4127375	0.81806964	0.20694423864710623	0.4485785115084213
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	GNAI2	S1PR1	0.5995761	0.046	0.3580472	0.06823717935632728	0.158824865790262	0.3372833	0.8176209	1.0	0.4485785115084213
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	VCAN	SELL	0.73923934	0.874	0.33510542	-0.025367830970023535	-0.27624814755488925	0.25731188	0.8126316	1.0	0.4485785115084213
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	LTB	CD40	1.0776925	0.0	0.6155823	0.23473881159462043	0.5609290569947628	0.53309464	0.8546147	0.13773321662406782	0.4558361409568874
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	VIM	CD44	1.0617012	0.991	1.1217958	-0.11682344161981892	-0.17139532622439968	0.22755116	0.88808435	1.0	0.4558361409568874
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-F	CD8B	0.24790053	0.953	0.06141146	-0.051333602288122726	0.04593473042841417	0.2725769	0.6499403	1.0	0.4589890801685509
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	COPA	CD74	0.9097965	1.0	0.36770654	-0.3296896975371577	-1.923451427106147	0.12969562	0.81959724	1.0	0.46836602535907956
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	IL16	CD4	0.5967786	0.0	0.34757137	0.15919204123657302	0.7840840496951769	0.498044	0.8153964	0.05249250376387383	0.46836602535907956
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	SELPLG	ITGB2	0.5880858	0.001	0.3400772	0.16923605387407892	1.095775217510863	0.6055382	0.81375027	0.03542648027917822	0.4887268929334461
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	HMGB1	CXCR4	0.61469996	0.998	0.37748528	-0.1164362254014321	-0.5737598536087668	0.15994918	0.8215295	1.0	0.4887268929334461
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-E	CD8A	1.1674784	0.676	0.6051684	0.005435105095733861	0.5510098064308842	0.42433232	0.8535515	1.0	0.5082822524163207
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	CALM1	PTPRA	0.9635118	0.001	0.3778639	0.13123724639793893	0.5660587389477427	0.41079545	0.82160294	0.22062198102307343	0.5096696228006543
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-DQB1	CD4	0.58776	0.0	0.33513707	0.37935242220736604	1.6227540434252374	0.94955385	0.8126388	0.001888739233300042	0.5096696228006543
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-F	CD8A	0.26913333	0.948	0.07165955	-0.06597798152352849	0.19354145198872874	0.24575247	0.6672874	1.0	0.5204624492480883
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	S100A8	ITGB2	0.61712503	0.343	0.37864316	0.022122835101125973	0.005394574382127204	0.27292502	0.82175386	1.0	0.5312020833547624
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-DQA1	CD4	0.57733476	0.0	0.32076335	0.3931193847134605	1.4834294957238945	0.94955385	0.8092787	0.001888739233300042	0.5312020833547624
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	VCAN	CD44	0.70738447	0.005	0.3172992	0.1411590444861172	0.40784029765636776	0.40218443	0.8084393	0.3763713595462344	0.5312020833547624
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	MIF	CD74_CXCR4	1.0223541	0.0	0.90494	0.24827965204838764	0.756025679477941	0.4367359	0.87695575	0.12815552676727004	0.5352754242240061
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	IL16	CD4	0.57322454	0.018	0.31509644	0.13285911944574436	0.8276062304721645	0.45150983	0.80789936	0.15857590407596636	0.553332801321395
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	PKM	CD44	0.61770105	0.896	0.38144436	-0.05396419556633747	0.22254634720873945	0.26507786	0.82229304	1.0	0.553332801321395
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	HLA-E	CD8B	1.2733415	0.01	0.5833081	0.1324494756253137	0.5775193415595816	0.5293509	0.851237	0.12815552676727004	0.5627601753702809
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	HMGB1	CXCR4	0.9961617	0.0	0.83176506	0.1977572819598686	0.6142769078356419	0.35243794	0.8723339	0.5184	0.5627601753702809
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	S100A9	ITGB2	0.5731058	0.215	0.32018292	0.05040938174400796	0.712724710650689	0.3081465	0.80913895	0.8398800602219813	0.5760696266841824
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	MIF	CD44_CD74	0.6275152	0.961	0.3933626	-0.09227588237599922	-0.1742110940555719	0.2212578	0.8245299	1.0	0.5760696266841824
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	TGFB1	ITGB1	0.29367223	0.011	0.08496148	0.10144791055935454	0.52309277579403	0.48877642	0.6859123	0.20694423864710623	0.5809363026589994
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-E	KLRK1	1.1615694	0.746	0.581083	-0.014133637921659038	0.23872893409063173	0.3551267	0.8509949	1.0	0.5907201198771922
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	HMGB1	CXCR4	0.9817667	0.002	0.7915488	0.18297121134510744	0.5737598536087668	0.3353974	0.8695487	0.6972744091593432	0.5907201198771922
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	GNAI2	S1PR1	0.5719658	0.286	0.32283953	0.03952147163354663	0.3630318859776398	0.30411738	0.8097761	0.8787121039179301	0.599421104833114
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	MIF	CD74_CXCR4	0.64089227	0.967	0.41069475	-0.06591385531291305	-0.43201108196646776	0.19820666	0.82762724	1.0	0.599421104833114
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-A	CD8B	1.2280072	0.932	0.56023526	-0.038521782986956105	0.23700293505888842	0.4528643	0.8486635	1.0	0.6191388717667867
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	S100A9	ITGB2	0.56469136	0.235	0.30900803	0.04204478696394053	-0.21278971882855624	0.29739168	0.8063807	1.0	0.6233950668335182
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	MIF	CD44_CD74	0.7538731	0.384	0.42285436	0.006102566400484469	0.1742110940555719	0.23784626	0.82969856	1.0	0.6233950668335182
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	LGALS9	CD47	0.3033046	0.069	0.08589879	0.10555373097943624	0.337062016932748	0.30855462	0.68709296	0.8023495115717234	0.640418774820101
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-C	CD8A	1.0577846	0.76	0.54002345	-0.002213428457290778	0.4842346804543016	0.41759306	0.84628874	1.0	0.648000045061112
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	LGALS1	PTPRC	0.7925688	0.324	0.4263682	0.06214384600822493	0.428773233348388	0.3264877	0.83028245	0.7660910472322395	0.6480000772476229
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	S100A8	ITGB2	0.56374514	0.657	0.3006004	-0.0347644551589124	-0.005394574382127204	0.21667202	0.8042182	1.0	0.6480000772476229
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	HLA-DRA	CD4	0.54855466	1.0	0.28108302	-0.16557816207033002	-1.1120562677261399	0.11213093	0.79887915	1.0	0.673243947714581
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	LGALS9	CD44	0.75832665	0.0	0.43296644	0.2490224694773948	0.9665348388073915	0.5618414	0.8313617	0.006400000000000001	0.673243947714581
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	LTB	CD40	0.96492374	0.319	0.53915143	0.14842059318944711	0.5702106604944007	0.46690542	0.84618366	0.6604577429236417	0.6772872537822145
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	CD72	CD5	0.29403934	0.0	0.08626868	0.2695891655055402	0.948017799946702	0.93512964	0.68755466	0.004646559994397956	0.698918088248475
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-DRB1	CD4	0.53973615	0.0	0.2689246	0.31319443294855875	1.2568238034358392	0.80837286	0.7953033	0.001888739233300042	0.6991352624767333
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	LGALS1	PTPRC	0.8174944	0.127	0.4434846	0.08242190481462114	0.39150053885135594	0.33959442	0.8330376	0.6028741430622178	0.6991352624767333
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	CALM1	PTPRA	0.66898286	0.993	0.24735169	-0.10337153964712575	-0.17963813013114932	0.26890886	0.7884127	1.0	0.6991352624767333
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	HLA-C	CD8B	1.181146	0.009	0.5363853	0.13731672424996572	0.6442944675361642	0.5368257	0.84584856	0.10240000000000002	0.7069841119521418
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	S100A8	ITGB2	0.67947793	0.098	0.4614516	0.0817153060998592	0.49454041744000554	0.33261314	0.8357812	0.7310755925912958	0.7256818132391833
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-DQA2	CD4	0.5303464	0.0	0.2559786	0.3599810843648804	1.418070608194152	0.94955385	0.7912581	0.001888739233300042	0.7256818132391833
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-C	CD8B	1.0365517	0.777	0.46279427	0.012430950778114985	0.33662795889398706	0.46317425	0.8359805	1.0	0.7528922044322579
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	HLA-DPA1	CD4	0.5183362	1.0	0.2394196	-0.09052757801670558	-0.5854778985679842	0.14216386	0.78568137	1.0	0.7528922044322579
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	CD48	CD2	0.8920149	0.391	0.79567236	0.02976207241983929	0.7735422330457358	0.3619417	0.8698432	0.9237662656907931	0.7675412327266578
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-E	CD8B	1.1462456	0.691	0.5186228	0.020079484331139624	0.4034030848705696	0.47064912	0.84364027	1.0	0.7675412327266578
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	VCAN	SELL	0.97843784	0.013	0.46881264	0.15976494915547337	0.41949195724500776	0.35997942	0.8368644	0.41996535135324375	0.780774207319137
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	CD47	SIRPG	0.3137598	0.009	0.09025758	0.16499919676071761	0.6755842317143964	0.64218926	0.69238913	0.08559532348290395	0.784841557930558
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	SIRPG	CD47	0.3137598	0.009	0.09025758	0.16499919676071761	0.6755842317143964	0.64218926	0.69238913	0.08559532348290395	0.784841557930558
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	MIF	CD44_CD74	0.8915547	0.0	0.7354684	0.1508033029571515	0.4982256915670451	0.41368473	0.865324	0.19391255208150976	0.7983687233753407
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	LGALS9	PTPRC	0.8115809	0.127	0.47358602	0.1420995281328163	0.6489527932445991	0.42268592	0.83755475	0.3762047774809351	0.8093364470260083
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	MIF	CD74_CXCR4	0.88467246	0.033	0.5202913	0.10357891549172064	0.43201108196646776	0.25109944	0.84385204	1.0	0.8295403195610361
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-DMA	CD4	0.6913215	0.0	0.4779216	0.3765438506950562	1.6452018353309765	0.8406005	0.83817375	0.001888739233300042	0.8385866738662541
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	MIF	CD74_CXCR4	0.50321066	1.0	0.23612717	-0.21061459186958006	-0.756025679477941	0.11395806	0.78451324	1.0	0.8385866738662541
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	PKM	CD44	0.88174057	0.0	0.71318483	0.18911498976681324	0.8949831328313564	0.49561492	0.86352116	0.0324	0.8610396353057912
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	S100A8	ITGB2	0.5013923	0.944	0.24665706	-0.09435692615764563	-0.49454041744000554	0.17778978	0.788178	1.0	0.8685335341697964
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-DOB	CD4	0.51238674	0.0	0.23121685	0.3123271310672014	1.4013614252045112	0.8804959	0.78273165	0.001888739233300042	0.8685335341697964
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	LGALS9	PTPRC	0.83650637	0.03	0.49259794	0.16237758693921248	0.611680098747567	0.43965447	0.84021455	0.19538586172487704	0.8685335341697964
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	VCAN	ITGB1	0.30448297	0.02	0.092085235	0.12134198011256453	0.46709608190813867	0.50281817	0.6945198	0.25	0.8685990060269968
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	SELPLG	SELL	0.8555647	0.441	0.614051	0.05194228778019676	0.49793766919984817	0.41684026	0.8544599	0.9669761814145043	0.8928502846316531
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-DMB	CD4	0.7066775	0.0	0.49909356	0.4048789910590199	1.7805499454515727	0.8805659	0.841092	0.001888739233300042	0.8991847567923463
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	LGALS9	CD44	0.49428716	0.827	0.23157054	0.005943284144244082	0.29409805318477455	0.3004989	0.78286153	1.0	0.8991847567923463
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	IL16	KCNA3	0.3343472	0.376	0.0967251	0.03819401495756378	0.32474111117141113	0.3700167	0.69970953	0.8417067130542826	0.9232476144142254
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	PKM	CD44	0.6664529	0.707	0.22436163	-0.05410151287184098	-0.22254634720873945	0.15591605	0.7801615	1.0	0.9305490097754338
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	BTLA	CD247	0.4903094	0.0	0.23821461	0.32579877478256214	1.3325641979775131	0.89571446	0.78525627	0.001888739233300042	0.9305490097754338
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	MIF	CD44_CD74	0.4898336	1.0	0.22616212	-0.23697661893266625	-0.4982256915670451	0.12721121	0.7808463	1.0	0.9626340000092257
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	SEMA4D	CD72	0.31334442	0.0	0.097088754	0.2154052577392476	0.5531414624692363	0.6275051	0.70010364	0.1478379748608242	0.9769540290136091
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	SELPLG	ITGB2	0.47235298	0.297	0.22153428	0.052756292615307315	0.5958402256887303	0.3944618	0.7790721	0.6280488912097903	0.9954484177547331
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	PKM	CD44	0.40241334	1.0	0.11999901	-0.2971806982049917	-0.8949831328313564	0.083391145	0.72186273	1.0	1.0
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	LGALS9	CD47	0.39280993	0.003	0.15416889	0.23139415892675008	0.923570875059418	0.5537857	0.7463052	0.0604360113384065	1.0
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	VCAN	CD44	0.44334495	0.981	0.16970631	-0.10192014084703349	-0.26459648796624924	0.2151069	0.75528735	1.0	1.0
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	GNAI2	S1PR4	0.4202897	0.552	0.16923691	-0.00010546475673224587	0.056457468474738315	0.2626592	0.7550312	1.0	1.0
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	FAM3C	LAMP1	0.3339492	0.0	0.11122451	0.23462107070510424	0.7724166493532296	0.67535543	0.7141762	0.023523209971639654	1.0
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	S100A9	ITGB2	0.45737305	0.765	0.20857468	-0.06607037951476365	0.21278971882855624	0.20073387	0.77384084	1.0	1.0
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	VIM	CD44	0.79766166	1.0	0.59998846	-0.3599026269529696	-0.8438321118470167	0.12170493	0.8530134	1.0	1.0
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	VCAN	ITGA4	0.3135242	0.653	0.097139105	-0.019172930933598974	-0.07381410214264339	0.24217919	0.70015806	1.0	1.0
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	LRPAP1	SORL1	0.41313028	0.0	0.16349612	0.19805597268959957	0.7320082241421715	0.5848201	0.75182575	0.0324	1.0
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	LGALS1	ITGB1	0.33641315	0.004	0.11312569	0.14924972297925077	0.8056110631629514	0.54256094	0.71590286	0.06834047827457021	1.0
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	ICAM3	ITGAL	0.46563086	0.002	0.2165461	0.19730964943820867	1.013519818068108	0.58949846	0.7771059	0.050174407149036225	1.0
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	TNFSF10	CCR6	0.322614	0.001	0.10142196	0.1657659175531821	0.46153848201103337	0.46794984	0.7046673	0.28221870382689646	1.0
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	VCAN	ITGA4	0.40891218	0.055	0.15045908	0.08850172908665876	0.2170579118327619	0.37511215	0.7439925	0.8787121039179301	1.0
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	S100A9	ITGB2	0.4489586	0.898	0.20129508	-0.07443497429483108	-0.712724710650689	0.19372794	0.7707171	1.0	1.0
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	GNAI2	S1PR1	0.45901754	0.876	0.20017982	-0.07851414555144827	-0.3630318859776398	0.18857098	0.77022576	1.0	1.0
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	GNAI2	S1PR4	0.4153419	0.565	0.15112585	-0.01624324550958121	-0.056457468474738315	0.23455045	0.7444134	1.0	1.0
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	HLA-F	CD8A	0.47048312	0.0	0.19123708	0.16324978787489297	1.0825944175620514	0.65583706	0.76615673	0.03957509891110255	1.0
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	HLA-DPB1	CD4	0.45938426	1.0	0.15814012	-0.13586481410157839	-0.6772370719895634	0.09180824	0.7487053	1.0	1.0
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	GNAI2	S1PR4	0.44790006	0.255	0.18769327	0.028610242966048405	-0.14774955171263948	0.2913038	0.76447695	1.0	1.0
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	ICAM3	ITGAL	0.3382243	0.274	0.10205303	0.02991206401377275	0.269874736244598	0.27781662	0.7053124	1.0	1.0
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	IL16	KCNA3	0.35790122	0.143	0.106693916	0.06452693674839242	0.28121893039442347	0.40815187	0.70991284	0.6646590945695176	1.0
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	LCK	CD8A_CD8B	0.51641774	0.0	0.19807288	0.22896202988122874	1.2253933227579512	0.8603127	0.7692882	0.006400000000000001	1.0
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	GNAI2	S1PR4	0.38773155	0.745	0.13626526	-0.04495895323236186	0.14774955171263948	0.21148652	0.73444253	1.0	1.0
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	GNAI2	S1PR1	0.43140718	0.954	0.18049563	-0.10722985327422893	-0.158824865790262	0.17002833	0.7609385	1.0	1.0
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	TGFB1	CXCR4	0.4459113	1.0	0.16347682	-0.09545218333715731	-0.4663997819912538	0.18731532	0.7518147	1.0	1.0
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	HLA-F	CD8B	0.4492503	0.0	0.16388811	0.17789416711029876	0.9349876960017369	0.72742313	0.75204897	0.021016420993662684	1.0
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	HLA-B	CD3D	2.718244	0.0	6.3604794	0.4620261155941936	1.7913331660161813	0.51410943	0.9545513	0.026054895605662192	0.0011533856808063098
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-B	CD3D	2.4937615	0.0	5.5953717	0.1819571510150362	1.293854058235212	0.45226678	0.9516888	0.08913432313366572	0.004578324838784254
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-DRA	CD4	1.8698527	0.0	1.5014207	0.5570651795660433	2.756037788272382	0.779272	0.9107487	0.0030524164802609114	0.02795419490913311
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	HLA-B	CD8B	2.0392714	0.0	1.2921784	0.24152274130251505	0.7157016646721227	0.44742647	0.904458	0.10009248695871181	0.02795419490913311
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	HLA-B	CD8A	2.0392709	0.0	1.2921754	0.26460253929319855	0.8157798505729248	0.50169945	0.90445787	0.04099788265828837	0.0399370797091828
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-B	CD8B	1.8147887	0.89	1.1367412	-0.038546223276642366	0.21822255689115344	0.39360517	0.8987751	1.0	0.053927378943448886
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-B	CD8A	1.8147883	0.868	1.1367385	-0.015466425285958901	0.3183007427919555	0.4413496	0.898775	1.0	0.06987228051421346
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-DPB1	CD4	1.4510307	0.0	1.1182544	0.4710666324755728	2.0857857738251546	0.72602576	0.89802676	0.006710247402059842	0.08771893670932886
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	ADAM10	IL6R	0.23436981	0.025	0.054882653	0.10299068752579293	0.21256988052600706	0.4557022	0.6611283	0.7548163120688476	0.10111494240433061
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-DPA1	CD4	1.3869045	0.0	1.0595875	0.4951389723634756	2.1445619214395055	0.7512839	0.8955327	0.006710247402059842	0.17706668731713854
raw_all__GSM5837531_AB8327.txt.gz	B_cell	B_cell	LY86	CD180	0.23993981	0.0	0.05752365	0.24458460276927413	0.9647370638131871	1.0	0.6663729	0.015625	0.19993191791815887
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	HLA-A	CD8B	1.4263244	0.0	0.8677589	0.2807578425253371	0.9249136174043932	0.51829404	0.8858146	0.022129635953828285	0.20362978310769975
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	HLA-A	CD8A	1.426324	0.0	0.8677569	0.3038376405160205	1.0249918033051952	0.5811633	0.88581455	0.010672085240079229	0.23177768470254848
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	HLA-E	CD8B	1.39441	0.003	0.8456607	0.1576449574399174	0.6028437479308296	0.44522974	0.8845036	0.1765166859567901	0.29261655598503833
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-DRB1	CD4	1.3608172	0.0	1.0357211	0.46668336750164574	2.1965068119511155	0.7585442	0.8944622	0.006710247402059842	0.29261655598503833
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	ICAM3	ITGAL	0.26244655	0.046	0.06740835	0.07476740201284854	0.3672430307138264	0.37764895	0.6837614	0.48768868246704483	0.2964773399548155
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	VIM	CD44	1.2801735	0.0	1.5197684	0.2318790966586498	0.6600755599894231	0.41973296	0.9112411	0.2280358480679257	0.2964773399548155
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	HLA-E	CD8A	1.3944097	0.001	0.8456587	0.1807247554306009	0.7029219338316317	0.49923626	0.8845034	0.1205632716049383	0.32520191188535014
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	HLA-C	CD8B	1.3800403	0.0	0.8357107	0.2635070399003391	0.8072778161729371	0.50651866	0.88389766	0.047176019504302974	0.3591607661447596
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-F	CD8A	0.29377756	0.64	0.083555944	0.022215354700889922	0.17811168726826182	0.26925185	0.70650834	1.0	0.39077762192763127
raw_all__GSM5837531_AB8327.txt.gz	B_cell	B_cell	BTLA	CD79A	1.264517	0.0	0.92815024	0.5108752023783443	2.296940491398031	0.8087263	0.8891733	0.006710247402059842	0.39444029188465146
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	HLA-C	CD8A	1.3800399	0.0	0.8357088	0.28658683789102257	0.9073560020737392	0.5679595	0.8838975	0.026054895605662192	0.39444029188465146
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	LGALS1	PTPRC	0.82043076	0.017	0.38137552	0.10143303826109923	0.49711305611657813	0.37875342	0.8372108	0.45124251086418277	0.4011536535900021
raw_all__GSM5837531_AB8327.txt.gz	B_cell	B_cell	HLA-A	APLP2	0.8952773	0.999	0.3586831	-0.10020991073534893	-0.18557542541186095	0.3148212	0.83298707	1.0	0.4011536535900021
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-DMA	CD4	0.67742944	0.0	0.41051236	0.3430871024262525	1.7320085046818385	0.7979657	0.84216565	0.006710247402059842	0.45705333073112364
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	MIF	CD44_CD74	0.68888927	0.243	0.4139488	0.03370378612112854	-0.06804739028354523	0.25274643	0.84271884	1.0	0.45705333073112364
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-E	CD8B	1.258825	0.511	0.75177824	0.04948392612370763	0.3310804736324465	0.39580184	0.87835544	1.0	0.46875
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-F	CD8B	0.29377794	0.741	0.08355614	-0.0008644432897935428	0.07803350136745973	0.24012464	0.7065085	1.0	0.48285917724993677
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-DQA1	CD4	0.696263	0.0	0.42774257	0.35993749006391307	1.8367208036322977	0.8266564	0.84487903	0.006710247402059842	0.48685203451218373
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-E	CD8A	1.2588246	0.406	0.7517765	0.0725637241143911	0.4311586595332486	0.44381273	0.8783553	0.8480906393169516	0.507674525639534
raw_all__GSM5837531_AB8327.txt.gz	B_cell	B_cell	LTB	CD40	0.94230866	0.0	0.44046423	0.21390141059905315	0.9714249771218504	0.5620583	0.84678984	0.03544739782545591	0.5179185796393311
raw_all__GSM5837531_AB8327.txt.gz	T_cell	B_cell	LGALS1	PTPRC	0.70153093	0.652	0.31471807	0.007651683925872087	0.15719380956699153	0.31255427	0.82369226	1.0	0.5179185796393311
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	CD48	CD2	1.0806919	0.0	1.0348262	0.292656742631326	1.357594344747453	0.577979	0.89442146	0.010672085240079229	0.5477085188758904
